,year,scenario,sadness,joy,love,anger,fear,surprise
0,2030.0,"students will attend virtual classes more frequently, with in-person classes being less common.",0.03255308419466019,0.1027001142501831,0.007351924665272236,0.4721485674381256,0.37365952134132385,0.011586852371692657
1,2030.0,virtual reality and augmented reality will be used to enhance the learning experience for students.,0.18239916861057281,0.4795643091201782,0.016541125252842903,0.267790824174881,0.04746444150805473,0.006240135990083218
2,2030.0,artificial intelligence will be used to personalize the learning experience for each student.,0.05546828359365463,0.19090481102466583,0.008556601591408253,0.5911546349525452,0.14702770113945007,0.006887898780405521
3,2030.0,"traditional textbooks will be replaced by e-books, which will be interactive and multimedia-rich.",0.024764450266957283,0.8784123659133911,0.0047448379918932915,0.058630771934986115,0.029225150123238564,0.004222453571856022
4,2030.0,online assessments will replace traditional paper-and-pencil tests.,0.04903094470500946,0.20565518736839294,0.008675513789057732,0.2702341675758362,0.4430677592754364,0.02333645336329937
5,2030.0,"the concept of grade levels will be replaced by competency-based education, where students progress based on mastery of skills and knowledge.",0.039918407797813416,0.4339309334754944,0.020168032497167587,0.3373391032218933,0.16137021780014038,0.0072732227854430676
6,2030.0,"school buildings will be redesigned to be more flexible, with more open spaces for collaboration and project-based learning.",0.010982196778059006,0.02856624498963356,0.0014208921929821372,0.8351534008979797,0.12167281657457352,0.002204382326453924
7,2030.0,"more emphasis will be placed on social-emotional learning, with schools providing mental health services and support for students.",0.03577166795730591,0.2279781997203827,0.01186242513358593,0.40944692492485046,0.3049277663230896,0.010013017803430557
8,2030.0,"stem (science, technology, engineering, and math) education will become even more important, with more specialized programs and curriculum.",0.012729384005069733,0.8758883476257324,0.007235508877784014,0.09346101433038712,0.006654938217252493,0.00403074873611331
9,2030.0,schools will offer more personalized career guidance and opportunities for students to gain work experience before graduation.,0.028637295588850975,0.08031339943408966,0.0023197666741907597,0.05423641949892044,0.8204969167709351,0.013996163383126259
10,2030.0,"bilingual education will become even more common, with a focus on preparing students for a globalized economy.",0.06292642652988434,0.6090569496154785,0.005872279871255159,0.25759920477867126,0.05488978326320648,0.00965533871203661
11,2030.0,"schools will be more inclusive of students with disabilities and special needs, with more individualized support and accommodations.",0.08326039463281631,0.35509932041168213,0.025921287015080452,0.3645869791507721,0.14715054631233215,0.02398158237338066
12,2030.0,there will be a greater emphasis on environmental education and sustainability.,0.06489518284797668,0.5590609908103943,0.009891354478895664,0.14054763317108154,0.21380190551280975,0.011802914552390575
13,2030.0,"learning will become more student-centered, with students having more agency over their own learning and more opportunities for self-directed projects.",0.022598812356591225,0.8758747577667236,0.003604176687076688,0.05460943654179573,0.03711126372218132,0.006201435811817646
14,2030.0,"schools will prioritize project-based learning, with more opportunities for students to work collaboratively on real-world problems.",0.26411181688308716,0.542525053024292,0.010216278955340385,0.09377844631671906,0.08183111995458603,0.007537272293120623
15,2030.0,"schools will place more emphasis on cultural competence and diversity, with curriculum that reflects the experiences of all students.",0.0435403436422348,0.33635812997817993,0.007291499059647322,0.11881570518016815,0.46168532967567444,0.032309018075466156
16,2030.0,teachers will use more data and analytics to monitor student progress and personalize instruction.,0.03682525083422661,0.17129702866077423,0.004950697999447584,0.5189084410667419,0.2638210356235504,0.004197598434984684
17,2030.0,"there will be more opportunities for students to learn outside of the classroom, such as through internships, service learning, and travel.",0.05842917785048485,0.3838900923728943,0.007935806177556515,0.5246118307113647,0.02152244560420513,0.003610634710639715
18,2030.0,artificial intelligence will be used to assist teachers in grading and providing feedback on student work.,0.03240127116441727,0.298468679189682,0.007931333035230637,0.6083208918571472,0.049012959003448486,0.0038647872861474752
19,2030.0,"the use of video and multimedia in education will continue to increase, with more teachers using educational videos and podcasts to supplement their lessons.",0.08371501415967941,0.3361009657382965,0.00865175947546959,0.5293415784835815,0.03416966646909714,0.008021056652069092
20,2030.0,"schools will invest more in technology infrastructure, with high-speed internet access and powerful computing resources becoming standard.",0.03470935299992561,0.09185968339443207,0.006183234974741936,0.8109670281410217,0.05231596156954765,0.003964776173233986
21,2030.0,"learning will become more interdisciplinary, with more integration of subjects like math, science, and art.",0.013075333088636398,0.02208692952990532,0.005038271192461252,0.7843576669692993,0.17289575934410095,0.002545967698097229
22,2030.0,"more schools will adopt a year-round calendar, with shorter breaks and more frequent opportunities for students to engage in learning.",0.04570569097995758,0.14790840446949005,0.008054157719016075,0.5933224558830261,0.19692370295524597,0.00808565504848957
23,2030.0,"schools will prioritize student wellness, with more opportunities for physical activity and healthy eating.",0.10253707319498062,0.1653120368719101,0.013405402190983295,0.529867947101593,0.17877742648124695,0.010100147686898708
24,2030.0,students will have more opportunities to explore their interests and passions through extracurricular activities and elective courses.,0.014505529776215553,0.028374167159199715,0.003217807039618492,0.9357126951217651,0.01646317169070244,0.001726713147945702
25,2030.0,"schools will prioritize the development of critical thinking and problem-solving skills, with less emphasis on rote memorization and testing.",0.05870416387915611,0.1450420618057251,0.00923874881118536,0.575623095035553,0.2020767480134964,0.009315120056271553
26,2030.0,"more schools will adopt a competency-based grading system, where students receive grades based on their mastery of specific skills and knowledge.",0.06775753945112228,0.12024196237325668,0.01185160968452692,0.18049739301204681,0.6060200929641724,0.013631372712552547
27,2030.0,"teachers will have more opportunities for professional development, with more time and resources devoted to ongoing training and support.",0.014927422627806664,0.9555113315582275,0.0027941232547163963,0.019665924832224846,0.005509108770638704,0.0015920380828902125
28,2030.0,"education will become more globalized, with more opportunities for students to learn from and collaborate with peers from around the world.",0.0028405894991010427,0.9845919013023376,0.0042690313421189785,0.0033745067194104195,0.003595371963456273,0.0013286249013617635
29,2030.0,"the use of open educational resources (oers) will become more widespread, with more teachers and schools using free, high-quality resources to supplement their lessons.",0.06028503179550171,0.30147117376327515,0.008094308897852898,0.44835081696510315,0.16900557279586792,0.012793067842721939
30,2030.0,"the gig economy will continue to grow, with more people working as independent contractors and freelancers.",0.07000656425952911,0.2865259051322937,0.010844163596630096,0.509676456451416,0.11381249874830246,0.009134374558925629
31,2030.0,"automation will replace many jobs, leading to a shift in the types of jobs available and a greater need for reskilling and upskilling.",0.09444747120141983,0.23043633997440338,0.0068261330015957355,0.43483829498291016,0.2242148369550705,0.009236901067197323
32,2030.0,"income inequality will remain a major issue, with wealth being concentrated among a small percentage of the population.",0.08723105490207672,0.2936769425868988,0.019223913550376892,0.22586122155189514,0.3362751305103302,0.03773178532719612
33,2030.0,"the adoption of cryptocurrencies and other digital assets will increase, leading to a shift away from traditional forms of currency.",0.018456920981407166,0.03939884528517723,0.004345892462879419,0.807845413684845,0.12645480036735535,0.0034982189536094666
34,2030.0,"remote work will become even more common, with more people working from home or from other locations outside of the traditional office.",0.0012883305316790938,0.9919874668121338,0.004825221840292215,0.0010658595710992813,0.0005067667807452381,0.00032633828232064843
35,2030.0,"the rise of the sharing economy will continue, with more people sharing goods and services rather than owning them outright.",0.06445750594139099,0.21513891220092773,0.008298658765852451,0.3509274125099182,0.3436104357242584,0.01756708323955536
36,2030.0,"climate change will become a major economic issue, with businesses and governments being forced to invest in sustainable infrastructure and green technologies.",0.04882661998271942,0.18003802001476288,0.012144218198955059,0.6593060493469238,0.08140222728252411,0.01828286238014698
37,2030.0,"the development of 5g networks will enable faster and more reliable internet connectivity, leading to a greater proliferation of technology in all aspects of the economy.",0.07259111851453781,0.6048292517662048,0.007811977993696928,0.22314876317977905,0.08280283212661743,0.008816123008728027
38,2030.0,"the use of artificial intelligence and machine learning will increase, leading to greater efficiency and productivity in many industries.",0.0052085877396166325,0.9482599496841431,0.0022661250550299883,0.03460993990302086,0.006617083679884672,0.003038276918232441
39,2030.0,"the rise of e-commerce and online marketplaces will continue, with more people buying and selling goods online rather than in physical stores.",0.08532208949327469,0.21293674409389496,0.017603956162929535,0.4784909784793854,0.19351303577423096,0.012133213691413403
40,2030.0,"the shift towards a circular economy will continue, with businesses adopting more sustainable practices that prioritize recycling and waste reduction.",0.08264456689357758,0.39767035841941833,0.007871011272072792,0.29079094529151917,0.20032843947410583,0.02069457247853279
41,2030.0,"international trade tensions will continue to escalate, leading to a greater emphasis on domestic production and supply chain management.",0.03753422200679779,0.4408705532550812,0.006681717466562986,0.4563811719417572,0.05414377897977829,0.004388627130538225
42,2030.0,"the global population will continue to grow, leading to greater demand for food and other resources.",0.07867687195539474,0.5261963605880737,0.012712347321212292,0.2633592486381531,0.10683342814445496,0.012221684679389
43,2030.0,"renewable energy will become more affordable and accessible, leading to a greater adoption of solar, wind, and other green energy sources.",0.03727174922823906,0.7319709658622742,0.008376878686249256,0.15140928328037262,0.06596638262271881,0.005004677921533585
44,2030.0,"the shift towards a more service-oriented economy will continue, with a greater emphasis on providing experiences and intangible benefits rather than physical goods.",0.13965658843517303,0.35822319984436035,0.007539771031588316,0.4382144510746002,0.05104227736592293,0.005323632620275021
45,2030.0,"the rise of the ""experience economy"" will continue, with more people prioritizing experiences such as travel and entertainment over material possessions.",0.018516307696700096,0.10503382235765457,0.0039236280135810375,0.7778385281562805,0.09110880643129349,0.0035789150279015303
46,2030.0,"the adoption of 3d printing and other advanced manufacturing technologies will increase, leading to greater customization and flexibility in manufacturing.",0.031058596447110176,0.07584796100854874,0.004859058186411858,0.7789369225502014,0.10452783107757568,0.004769555758684874
47,2030.0,"cybersecurity will become an even greater concern, with businesses and individuals investing in more advanced security measures to protect their data.",0.0884997770190239,0.705574095249176,0.011847596615552902,0.12137384712696075,0.0648360624909401,0.007868688553571701
48,2030.0,the aging population in many countries will lead to greater demand for healthcare and related services.,0.02508597820997238,0.03011629730463028,0.0034489152021706104,0.9184573292732239,0.021080613136291504,0.0018108657095581293
49,2030.0,"the use of virtual and augmented reality will increase, leading to greater opportunities for remote collaboration and training.",0.06765558570623398,0.15000160038471222,0.013444011099636555,0.20423929393291473,0.5401816368103027,0.024477830156683922
50,2030.0,the growth of the middle class in emerging markets will lead to greater demand for consumer goods and services.,0.11661987006664276,0.21208496391773224,0.020215990021824837,0.4704521596431732,0.16165441274642944,0.01897251233458519
51,2030.0,the rise of automation and other technological advancements will lead to greater concerns about job displacement and the need for retraining and education.,0.0367232970893383,0.15391172468662262,0.006746544502675533,0.7026860117912292,0.09444890171289444,0.005483541637659073
52,2030.0,"the adoption of electric and autonomous vehicles will increase, leading to a transformation of the transportation industry.",0.07590237259864807,0.44221431016921997,0.00975409708917141,0.38840827345848083,0.07168596982955933,0.012035085819661617
53,2030.0,"the shift towards a more mobile workforce will continue, with more people working remotely or from multiple locations.",0.06438064575195312,0.15339146554470062,0.006241108290851116,0.5852733850479126,0.18606853485107422,0.0046448903158307076
54,2030.0,"the rise of the ""subscription economy"" will continue, with more businesses offering subscription-based services and products rather than one-time purchases.",0.009988358244299889,0.8353780508041382,0.010377858765423298,0.12131893634796143,0.015509516932070255,0.0074272919446229935
55,2030.0,"the growth of the ""freemium"" model will continue, with more businesses offering free services and products with the option to upgrade to a paid version.",0.17367932200431824,0.35721760988235474,0.01643160916864872,0.4086287021636963,0.03724799305200577,0.006794768385589123
56,2030.0,"the adoption of blockchain technology will increase, leading to greater transparency and security in many industries.",0.19063998758792877,0.5500868558883667,0.0076401205733418465,0.19275957345962524,0.05598955973982811,0.002883798209950328
57,2030.0,"the rise of social entrepreneurship will continue, with more businesses prioritizing social and environmental impact alongside profit.",0.06432174146175385,0.18792352080345154,0.012436834163963795,0.40106910467147827,0.3020351529121399,0.032213639467954636
58,2030.0,"the global economic system will become increasingly interconnected, with greater opportunities for trade and collaboration across borders.",0.013560734689235687,0.946371853351593,0.0036595442797988653,0.021497119218111038,0.01255206298083067,0.002358704572543502
59,2030.0,the rise of personalized medicine and health tracking technologies will lead to greater efficiency and precision in healthcare delivery.,0.1272595375776291,0.13270026445388794,0.01773753948509693,0.6286419630050659,0.08493244647979736,0.008728203363716602
