,year,scenario,sadness,joy,love,anger,fear,surprise
0,2030.0,"the eu27 continues to focus on jobs, growth and investment by strengthening the single market and by stepping up investment in digital, transport and energy infrastructure.",0.11096159368753433,0.2032766342163086,0.020045194774866104,0.47305992245674133,0.17409680783748627,0.018559930846095085
1,2030.0,the conditions for addressing societal challenges change as decentralized productional structures enable new forms of governance.,0.041821692138910294,0.15742391347885132,0.01051912922412157,0.5832839012145996,0.19722546637058258,0.009725913405418396
2,2030.0,investors can benefit from the company's growth by paying out the increase in value proportionally and in addition to the participation as a profit after a minimum investment period.,0.001149483839981258,0.9948542714118958,0.0007426021620631218,0.001378727494738996,0.0007027916144579649,0.0011721805203706026
3,2030.0,"strategic investments, for example in the construction of infrastructures such as roads and public transport, innovation financing, climate protection or the restructuring of energy and agricultural systems around the world require a lot of patience and cannot be shouldered by the state alone.",0.18239916861057281,0.4795643091201782,0.016541125252842903,0.267790824174881,0.04746444150805473,0.006240135990083218
4,2030.0,"the point of frugal innovations is not just to develop cheap versions of high-tech products, but completely new ones.",0.19853530824184418,0.11124295741319656,0.004059822764247656,0.31316816806793213,0.3636544346809387,0.00933927483856678
5,2030.0,"besides its transportation tasks, the european gas infrastructure serves as the back-bone for the eu energy system.",0.1525353342294693,0.38529863953590393,0.013207003474235535,0.3052580654621124,0.13234156370162964,0.01135941781103611
6,2030.0,"there is no uniform understanding of social innovations, their conditions and consequences, their dynamics are relatively unclear.",0.06308829039335251,0.6638190746307373,0.011522367596626282,0.1409667730331421,0.1132877841591835,0.007315703202039003
7,2030.0,the entire frugal innovation process is reconsidered to address societal needs.,0.650861382484436,0.011816869489848614,0.0019568249117583036,0.19437652826309204,0.1382724791765213,0.0027160183526575565
8,2030.0,"the potential of the knowledge society unfolds particularly through mutual exchange in associations and networks. in this way, metropolitan areas enable synergies between different knowledge milieus.",0.0022494953591376543,0.003993932623416185,0.0010378131410107017,0.9865748286247253,0.00555212190374732,0.000591757707297802
9,2030.0,improving mental performance through substitutes is increasingly relevant.,0.024764450266957283,0.8784123659133911,0.0047448379918932915,0.058630771934986115,0.029225150123238564,0.004222453571856022
10,2030.0,"armenia: armenia's prior experiences with the eu provide a foundation for trade and economic integration while mitigating russian concerns, allowing it to serve as a 'bridge' between the eu and the eurasian economic union.",0.05546828359365463,0.19090481102466583,0.008556601591408253,0.5911546349525452,0.14702770113945007,0.006887898780405521
11,2030.0,"the swapping of clothes, shoes, furniture and other consumer goods as well as the establishment of social department stores gain importance.",0.039918407797813416,0.4339309334754944,0.020168032497167587,0.3373391032218933,0.16137021780014038,0.0072732227854430676
12,2030.0,"china, japan, and russia also face demographic challenges of aging populations and shrinking labor forces.",0.03577166795730591,0.2279781997203827,0.01186242513358593,0.40944692492485046,0.3049277663230896,0.010013017803430557
13,2030.0,eu sets up regulation and support for the modernization and digitalization of infrastructure helping electrification will be needed.,0.03289227932691574,0.012662822380661964,0.0017344659427180886,0.909788966178894,0.04023505747318268,0.002686484018340707
14,2030.0,"united in tech diversity: eu member states come closer together to achieve various goals, spurring competition among technologies and energy sources. money is spent expanding renewable energy, building a hydrogen economy, and investing in other areas. this leads to carbon neutrality.",0.12132386863231659,0.44270166754722595,0.019877932965755463,0.36815187335014343,0.030703309923410416,0.017241401597857475
15,2030.0,"not only digital products and services, but also opinions are increasingly under the general suspicion of profit-generating marketing.",0.012729384005069733,0.8758883476257324,0.007235508877784014,0.09346101433038712,0.006654938217252493,0.00403074873611331
16,2030.0,"the location, distribution, nature and dynamics of negative environmental effects are still only known sporadically.",0.0996590331196785,0.12390376627445221,0.02317707985639572,0.4326241910457611,0.3134300708770752,0.007205885834991932
17,2030.0,problems with patent law in the field of ict is a central key technology and also indirectly raised by other technology areas.,0.08959123492240906,0.5337279438972473,0.014533686451613903,0.21935388445854187,0.1317136585712433,0.01107960008084774
18,2030.0,"the goal of modern medicine - to prevent dying and to prolonging life - appears to be in contradiction to pain-relieving, ""more acceptable"" palliative treatment.",0.03322702646255493,0.09255009144544601,0.0046159373596310616,0.4603703022003174,0.3969026207923889,0.012334054335951805
19,2030.0,institutionalising longer-term strategic thinking is key to avoid short-termism under stress.,0.059370007365942,0.29864662885665894,0.005999866873025894,0.1512564718723297,0.4748302698135376,0.009896731935441494
20,2030.0,the prescribed publication via open access has a far-reaching encroachment on the freedom of the press and publication as well as the freedoms of the author.,0.021882398054003716,0.7162705659866333,0.010061073116958141,0.1855400651693344,0.05785050615668297,0.008395308628678322
21,2030.0,"society developed a new understanding of solution, decision-making, cooperation, communication and complexity skills.",0.02372337318956852,0.052755966782569885,0.002128404565155506,0.8969467878341675,0.0228824932128191,0.001562998746521771
22,2030.0,"conscious consumption through the measurement of the ""personal footprint"" addresses needs such as a clean environments, meaningfulness, social commitment and health.",0.08326039463281631,0.35509932041168213,0.025921287015080452,0.3645869791507721,0.14715054631233215,0.02398158237338066
23,2030.0,ubiquitous transparency allows very personal details about a person to come to light to create trust.,0.03883541747927666,0.6935142874717712,0.007860906422138214,0.14127294719219208,0.10028118640184402,0.018235284835100174
24,2030.0,"bosnia and herzegovina is considered vulnerable to climate change, with limited capacity to adapt.",0.05574128031730652,0.1911037564277649,0.00684523256495595,0.42761456966400146,0.30835309624671936,0.010342005640268326
25,2030.0,"coca (cities of climate action) agree on planet first as a guiding principle above all else at their annual meeting at the virtual planet meeting room, no physical travel was necessary.",0.08423471450805664,0.7108197808265686,0.01258875336498022,0.1296776831150055,0.0538785420358181,0.00880051776766777
26,2030.0,"the majority of less well-off citizens can't rely on national and supranational governments, but they feel empowered and try to influence them through local delegates, transnational networks, and protests. knowledge-sharing platforms are key to spreading information and interaction.",0.03305378556251526,0.41577428579330444,0.007515026722103357,0.34321779012680054,0.189832866191864,0.010606268420815468
27,2030.0,over consumption (of fast-fashion and other products with a short lifespan) is countered by the trend that more and more people are demanding services and products with longer manufacturing and usage times.,0.1023135706782341,0.35342833399772644,0.006865805480629206,0.4915931820869446,0.040528714656829834,0.00527031347155571
28,2030.0,"the systematic analysis and targeted raising of social innovation potential is very promising. social innovations complement, trigger or even replace technical innovations.",0.08045750856399536,0.17649829387664795,0.008103466592729092,0.40304699540138245,0.3227927088737488,0.009101037867367268
