Title,URL,Publication Date
Europe at the cusp of a new era - scenarios for European business,https://themis-foresight.com/en/szenarien-fuer-europaeische-unternehmen-in-einer-neuen-weltordnung-zukunft/,
2050 long-term strategy,https://climate.ec.europa.eu/eu-action/climate-strategies-targets/2050-long-term-strategy_en,
The Future of (Negative) Emissions Trading in the European Union | Kiel Institut,https://www.ifw-kiel.de/de/experten/ifw/wilfried-rickels/the-future-of-negative-emissions-trading-in-the-european-union-15070/,
Climate-Neutral Germany 2045 | Prognos,https://www.prognos.com/en/project/climate-neutral-germany-2045,
Langfristszenarien | Langfristszenarien,https://www.langfristszenarien.de/enertile-explorer-en/,
Futures Art School Trends - 2045,https://www.filmuniversitaet.de/en/research-transfer/research/projects/project-page/detail/fast-45,
Germany’s greenhouse gas emissions and energy transition targets | Clean Energy Wire,https://www.cleanenergywire.org/factsheets/germanys-greenhouse-gas-emissions-and-climate-targets,
Fraunhofer ISE: Germany’s Tightened Climate Targets Can Be Met by 2045 with Extensive and Rapid Measures -  Fraunhofer ISE,https://www.ise.fraunhofer.de/en/press-media/press-releases/2021/fraunhofer-ise-germanys-tightened-climate-targets-can-be-met-by-2045-with-extensive-and-rapid-measures.html,
"Climate Neutrality - Wuppertal Institute for Climate, Environment and Energy",https://wupperinst.org/en/topics/climate/climate-neutrality,
The climate-neutral grid in 2045: What do the transmission system operators expect? - Energy BrainBlog,https://blog.energybrainpool.com/en/the-climate-neutral-grid-in-2045-what-do-the-transmission-system-operators-expect/,
Unconventional Mitigation - Stiftung Wissenschaft und Politik,https://www.swp-berlin.org/10.18449/2020RP08/,
Bundesnetzagentur,https://www.bundesnetzagentur.de/SharedDocs/Pressemitteilungen/EN/2022/20220708_NEPStrom.html,
FAST45 – Futures Art School Trends 2045 (2021-2023) | AEC,https://aec-music.eu/project/fast45-futures-art-school-trends-2045-2021-2023/,
New European Bauhaus Saxony-Anhalt Project,https://www.neweuropeanbauhaus-lsa.de/,
